0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,33,34
PDM ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,17.0,28.0,22.0,24.0,16.0,17.0,26.0,21.0,33.0,31.0,31.0,32.0,22.0,23.0,22.0,22.0,25.0,35.0,35.0,28.0,12.0,0.0,0.0,0.0
Citas Programadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,45.0,25.0,47.0,37.0,69.0,0.0,0.0,0.0,110.0,0.0,0.0,0.3,85.0,78.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
Citas Efectivas ,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,18.0,27.0,37.0,30.0,19.0,33.0,32.0,34.0,45.0,51.0,73.0,60.0,55.0,51.0,56.0,43.0,36.0,59.0,103.0,53.0,15.0,0.0,0.0,0.0
Ventas ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,5.0,10.0,9.0,4.0,12.0,5.0,9.0,12.0,9.0,9.0,15.0,10.0,14.0,8.0,6.0,13.0,11.0,8.0,9.0,7.0,1.0,0.0,0.0,0.0
Conversion ,0.0,0.006896551724137931,0.0,0.0,0.002857142857142857,0.010416666666666666,0.0,0.004434589800443459,0.0008756567425569177,0.00591016548463357,0.013245033112582781,0.04455445544554455,0.01932367149758454,0.024439918533604887,0.006675567423230975,0.024930747922437674,0.020833333333333332,0.012875536480686695,0.010882708585247884,0.022189349112426034,0.014534883720930232,0.02527075812274368,0.00881057268722467,0.006507592190889371,0.02047244094488189,0.011224489795918367,0.009592326139088728,0.013493253373313344,0.009358288770053475,0.003355704697986577,0.0,0.0,0.0
Aporte ,0.0,0.08333333333333333,0.0,0.0,0.07692307692307693,0.3333333333333333,0.0,0.35294117647058826,0.058823529411764705,0.21739130434782608,0.45454545454545453,0.28125,0.15384615384615385,0.6,0.16666666666666666,0.3,0.35294117647058826,0.225,0.25,0.5555555555555556,0.2631578947368421,0.35,0.23529411764705882,0.17647058823529413,0.34210526315789475,0.36666666666666664,0.1951219512195122,0.21951219512195122,0.2,0.02702702702702703,0.0,0.0,0.0
Digital ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013950330721730426,0.0,0.28323231055959996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digital ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digital ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canal ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
